Date,Open*,High,Low,Close**,Volume,Market Cap
30-Jan-21,"$1,382.23 ","$1,402.40 ","$1,328.53 ","$1,376.12 ","$30,616,574,234 ","$157,523,498,333 "
29-Jan-21,"$1,369.09 ","$1,428.98 ","$1,292.24 ","$1,382.52 ","$53,611,955,259 ","$158,238,360,146 "
28-Jan-21,"$1,251.28 ","$1,356.29 ","$1,226.17 ","$1,332.49 ","$34,637,234,789 ","$152,494,242,714 "
27-Jan-21,"$1,358.33 ","$1,368.07 ","$1,215.31 ","$1,253.19 ","$39,394,416,990 ","$143,401,382,573 "
26-Jan-21,"$1,323.74 ","$1,376.09 ","$1,253.34 ","$1,357.06 ","$41,572,917,750 ","$155,269,118,237 "
25-Jan-21,"$1,390.64 ","$1,467.78 ","$1,304.97 ","$1,324.41 ","$43,565,777,745 ","$151,516,304,275 "
24-Jan-21,"$1,231.21 ","$1,395.11 ","$1,225.27 ","$1,391.61 ","$36,418,163,554 ","$159,184,556,292 "
23-Jan-21,"$1,235.27 ","$1,272.15 ","$1,200.89 ","$1,230.99 ","$27,253,895,441 ","$140,794,949,838 "
22-Jan-21,"$1,118.89 ","$1,271.69 ","$1,046.60 ","$1,236.51 ","$43,918,338,506 ","$141,409,699,225 "
21-Jan-21,"$1,382.68 ","$1,382.68 ","$1,098.48 ","$1,121.57 ","$45,932,464,754 ","$128,249,677,791 "
20-Jan-21,"$1,375.25 ","$1,405.74 ","$1,243.30 ","$1,382.27 ","$46,784,030,909 ","$158,042,129,137 "
19-Jan-21,"$1,257.43 ","$1,432.30 ","$1,254.52 ","$1,377.30 ","$47,195,935,190 ","$157,454,089,945 "
18-Jan-21,"$1,230.31 ","$1,259.45 ","$1,187.31 ","$1,257.28 ","$25,817,455,560 ","$143,716,601,983 "
17-Jan-21,"$1,233.45 ","$1,265.64 ","$1,174.39 ","$1,230.17 ","$29,258,032,819 ","$140,601,384,430 "
16-Jan-21,"$1,171.44 ","$1,290.05 ","$1,157.62 ","$1,233.54 ","$32,319,240,157 ","$140,969,419,372 "
15-Jan-21,"$1,221.88 ","$1,250.51 ","$1,090.72 ","$1,171.83 ","$35,972,039,310 ","$133,902,070,141 "
14-Jan-21,"$1,130.23 ","$1,244.16 ","$1,093.06 ","$1,218.45 ","$33,410,915,929 ","$139,212,433,452 "
13-Jan-21,"$1,043.74 ","$1,134.34 ",$994.55 ,"$1,130.74 ","$30,109,792,795 ","$129,175,741,557 "
12-Jan-21,"$1,088.53 ","$1,149.24 ","$1,012.76 ","$1,043.43 ","$37,494,601,692 ","$119,187,795,980 "
11-Jan-21,"$1,261.62 ","$1,261.62 ",$924.92 ,"$1,090.15 ","$60,733,630,300 ","$124,508,608,482 "
10-Jan-21,"$1,280.87 ","$1,347.93 ","$1,194.72 ","$1,262.25 ","$40,616,938,053 ","$144,147,690,009 "
09-Jan-21,"$1,223.74 ","$1,303.87 ","$1,182.27 ","$1,281.08 ","$33,233,105,361 ","$146,280,792,179 "
08-Jan-21,"$1,225.97 ","$1,273.83 ","$1,076.08 ","$1,224.20 ","$44,334,826,666 ","$139,769,385,933 "
07-Jan-21,"$1,208.08 ","$1,282.58 ","$1,167.44 ","$1,225.68 ","$40,468,027,280 ","$139,921,813,992 "
06-Jan-21,"$1,101.00 ","$1,209.43 ","$1,064.23 ","$1,207.11 ","$44,699,914,188 ","$137,786,204,517 "
05-Jan-21,"$1,041.50 ","$1,129.37 ",$986.81 ,"$1,100.01 ","$41,535,932,781 ","$125,545,618,320 "
04-Jan-21,$977.06 ,"$1,153.19 ",$912.31 ,"$1,040.23 ","$56,945,985,763 ","$118,709,509,272 "
03-Jan-21,$774.51 ,"$1,006.57 ",$771.56 ,$975.51 ,"$45,200,463,368 ","$111,309,985,611 "
02-Jan-21,$730.40 ,$786.80 ,$718.11 ,$774.53 ,"$19,740,771,179 ","$88,367,612,520 "
01-Jan-21,$737.71 ,$749.20 ,$719.79 ,$730.37 ,"$13,652,004,358 ","$83,318,539,689 "
31-Dec-20,$751.63 ,$754.30 ,$726.51 ,$737.80 ,"$13,926,846,861 ","$84,156,810,765 "
30-Dec-20,$731.47 ,$754.30 ,$720.99 ,$751.62 ,"$17,294,574,210 ","$85,722,581,849 "
29-Dec-20,$730.36 ,$737.95 ,$692.15 ,$731.52 ,"$18,710,683,199 ","$83,420,334,909 "
28-Dec-20,$683.21 ,$745.88 ,$683.21 ,$730.40 ,"$24,222,565,862 ","$83,282,601,745 "
27-Dec-20,$635.89 ,$711.39 ,$628.33 ,$682.64 ,"$26,093,552,821 ","$77,828,069,141 "
26-Dec-20,$626.50 ,$650.72 ,$617.40 ,$635.84 ,"$14,761,125,202 ","$72,483,025,275 "
25-Dec-20,$611.55 ,$633.06 ,$605.42 ,$626.41 ,"$13,520,927,700 ","$71,400,061,460 "
24-Dec-20,$584.14 ,$613.82 ,$568.60 ,$611.61 ,"$14,317,413,703 ","$69,704,465,560 "
23-Dec-20,$634.82 ,$637.12 ,$560.36 ,$583.71 ,"$15,261,413,038 ","$66,517,758,494 "
22-Dec-20,$609.42 ,$635.08 ,$589.55 ,$634.85 ,"$14,745,890,080 ","$72,336,758,960 "
21-Dec-20,$638.32 ,$646.85 ,$600.84 ,$609.82 ,"$14,419,493,621 ","$69,475,834,115 "
20-Dec-20,$659.19 ,$659.92 ,$625.01 ,$638.29 ,"$13,375,855,442 ","$72,711,065,645 "
19-Dec-20,$654.62 ,$668.77 ,$646.62 ,$659.30 ,"$12,830,893,778 ","$75,095,087,629 "
18-Dec-20,$642.92 ,$662.70 ,$632.36 ,$654.81 ,"$15,756,303,983 ","$74,575,304,995 "
17-Dec-20,$636.15 ,$673.83 ,$628.75 ,$642.87 ,"$25,479,532,147 ","$73,206,412,681 "
16-Dec-20,$589.38 ,$636.64 ,$582.04 ,$636.18 ,"$15,817,248,373 ","$72,436,347,872 "
15-Dec-20,$586.02 ,$596.25 ,$580.63 ,$589.36 ,"$9,326,645,840 ","$67,096,668,322 "
14-Dec-20,$589.78 ,$590.49 ,$577.12 ,$586.01 ,"$8,125,837,102 ","$66,708,003,325 "
13-Dec-20,$568.61 ,$593.78 ,$564.57 ,$589.66 ,"$9,070,377,862 ","$67,115,726,662 "
12-Dec-20,$545.58 ,$573.34 ,$545.25 ,$568.57 ,"$8,534,557,897 ","$64,706,942,226 "
11-Dec-20,$559.68 ,$560.38 ,$537.81 ,$545.80 ,"$11,098,819,124 ","$62,108,208,317 "
10-Dec-20,$573.50 ,$574.60 ,$549.78 ,$559.68 ,"$11,672,582,040 ","$63,680,254,165 "
09-Dec-20,$554.79 ,$577.29 ,$533.00 ,$573.48 ,"$15,855,915,840 ","$65,242,758,700 "
08-Dec-20,$591.90 ,$594.75 ,$552.47 ,$554.83 ,"$14,398,919,320 ","$63,113,292,237 "
07-Dec-20,$601.80 ,$602.92 ,$585.43 ,$591.84 ,"$10,720,480,962 ","$67,315,962,016 "
06-Dec-20,$596.57 ,$606.79 ,$584.41 ,$601.91 ,"$11,290,893,016 ","$68,452,719,868 "
05-Dec-20,$569.35 ,$596.60 ,$563.11 ,$596.60 ,"$13,498,010,566 ","$67,840,334,209 "
04-Dec-20,$616.72 ,$618.98 ,$569.28 ,$569.35 ,"$16,337,589,997 ","$64,734,997,135 "
03-Dec-20,$598.46 ,$622.45 ,$588.35 ,$616.71 ,"$16,146,190,946 ","$70,110,808,538 "
02-Dec-20,$587.26 ,$604.02 ,$578.74 ,$598.35 ,"$16,883,292,129 ","$68,015,797,685 "
01-Dec-20,$615.07 ,$635.16 ,$571.75 ,$587.32 ,"$27,178,964,465 ","$66,754,367,842 "
30-Nov-20,$575.76 ,$615.24 ,$571.54 ,$614.84 ,"$20,276,867,833 ","$69,873,714,778 "
29-Nov-20,$538.26 ,$576.60 ,$531.99 ,$575.76 ,"$15,017,517,758 ","$65,424,084,296 "
28-Nov-20,$517.60 ,$548.04 ,$508.13 ,$538.23 ,"$14,770,243,833 ","$61,152,393,529 "
27-Nov-20,$519.11 ,$530.78 ,$497.24 ,$517.49 ,"$16,831,105,703 ","$58,789,344,389 "
26-Nov-20,$570.51 ,$575.64 ,$485.50 ,$518.80 ,"$31,104,004,592 ","$58,930,920,929 "
25-Nov-20,$603.90 ,$605.09 ,$559.67 ,$570.69 ,"$20,088,492,893 ","$64,816,875,593 "
24-Nov-20,$608.52 ,$621.17 ,$593.84 ,$603.90 ,"$23,281,758,100 ","$68,580,780,139 "
23-Nov-20,$558.06 ,$609.99 ,$551.27 ,$608.45 ,"$27,272,302,872 ","$69,089,845,802 "
22-Nov-20,$549.49 ,$579.37 ,$514.52 ,$558.07 ,"$21,967,049,601 ","$63,361,036,975 "
21-Nov-20,$509.74 ,$550.23 ,$504.24 ,$549.49 ,"$20,757,099,184 ","$62,379,287,099 "
20-Nov-20,$471.63 ,$513.61 ,$471.63 ,$509.74 ,"$18,629,943,296 ","$57,860,686,204 "
19-Nov-20,$479.48 ,$480.12 ,$465.70 ,$471.63 ,"$12,473,929,218 ","$53,528,035,617 "
18-Nov-20,$480.35 ,$492.00 ,$465.83 ,$479.48 ,"$17,880,199,224 ","$54,412,825,617 "
17-Nov-20,$464.41 ,$482.23 ,$460.78 ,$480.36 ,"$14,593,057,877 ","$54,505,786,216 "
16-Nov-20,$447.56 ,$463.83 ,$445.50 ,$459.94 ,"$11,441,239,444 ","$52,182,517,297 "
15-Nov-20,$460.15 ,$460.99 ,$440.25 ,$447.56 ,"$10,308,617,165 ","$50,771,836,456 "
14-Nov-20,$474.63 ,$475.16 ,$452.99 ,$460.15 ,"$10,312,037,942 ","$52,193,800,907 "
13-Nov-20,$461.01 ,$475.22 ,$457.30 ,$474.63 ,"$13,191,505,725 ","$53,829,432,990 "
12-Nov-20,$462.96 ,$467.68 ,$452.07 ,$461.01 ,"$12,877,327,234 ","$52,278,353,038 "
11-Nov-20,$449.68 ,$473.58 ,$449.52 ,$462.96 ,"$14,075,403,511 ","$52,493,805,532 "
10-Nov-20,$444.17 ,$453.76 ,$439.60 ,$449.68 ,"$12,090,381,666 ","$50,981,825,542 "
09-Nov-20,$453.57 ,$457.35 ,$435.16 ,$444.16 ,"$13,704,320,630 ","$50,350,406,402 "
08-Nov-20,$435.72 ,$457.78 ,$433.15 ,$453.55 ,"$11,292,383,601 ","$51,408,911,250 "
07-Nov-20,$454.72 ,$465.68 ,$428.46 ,$435.71 ,"$18,873,289,788 ","$49,380,744,878 "
06-Nov-20,$414.07 ,$456.20 ,$412.98 ,$454.72 ,"$16,738,305,610 ","$51,528,636,308 "
05-Nov-20,$402.14 ,$417.53 ,$397.25 ,$414.07 ,"$15,440,711,038 ","$46,916,321,971 "
04-Nov-20,$387.60 ,$407.67 ,$377.83 ,$402.14 ,"$15,126,077,675 ","$45,559,668,259 "
03-Nov-20,$383.16 ,$389.52 ,$371.31 ,$387.60 ,"$12,588,494,762 ","$43,907,159,817 "
02-Nov-20,$396.36 ,$403.24 ,$381.02 ,$383.16 ,"$13,997,574,252 ","$43,398,380,101 "
01-Nov-20,$386.59 ,$397.12 ,$385.17 ,$396.36 ,"$10,475,146,018 ","$44,888,307,221 "
31-Oct-20,$382.82 ,$393.01 ,$381.30 ,$386.59 ,"$11,276,963,426 ","$43,776,829,150 "
30-Oct-20,$386.73 ,$391.46 ,$375.09 ,$382.82 ,"$13,688,056,970 ","$43,344,676,043 "
29-Oct-20,$388.65 ,$393.23 ,$381.29 ,$386.73 ,"$12,920,477,749 ","$43,782,246,356 "
28-Oct-20,$404.00 ,$408.96 ,$381.15 ,$388.65 ,"$15,276,441,134 ","$43,994,384,280 "
27-Oct-20,$393.89 ,$409.77 ,$390.61 ,$404.00 ,"$13,940,434,102 ","$45,726,046,137 "
26-Oct-20,$406.22 ,$411.28 ,$383.78 ,$393.89 ,"$15,155,684,229 ","$44,576,504,574 "
25-Oct-20,$412.46 ,$417.16 ,$405.35 ,$406.22 ,"$10,890,207,469 ","$45,966,378,925 "
24-Oct-20,$409.77 ,$416.60 ,$407.85 ,$412.46 ,"$12,201,739,194 ","$46,666,915,712 "
23-Oct-20,$414.05 ,$418.96 ,$403.08 ,$409.77 ,"$14,256,222,052 ","$46,356,841,440 "
22-Oct-20,$391.49 ,$420.14 ,$391.28 ,$413.77 ,"$15,772,846,485 ","$46,795,599,921 "
21-Oct-20,$369.06 ,$400.63 ,$368.73 ,$392.19 ,"$20,241,324,322 ","$44,354,670,582 "
20-Oct-20,$379.72 ,$380.76 ,$367.60 ,$369.14 ,"$13,741,586,582 ","$41,745,418,861 "
19-Oct-20,$378.47 ,$383.32 ,$373.70 ,$379.94 ,"$12,811,242,092 ","$42,961,460,206 "
18-Oct-20,$368.73 ,$378.60 ,$368.13 ,$378.21 ,"$11,047,103,109 ","$42,761,561,164 "
17-Oct-20,$366.02 ,$369.77 ,$364.49 ,$368.86 ,"$10,951,115,359 ","$41,698,592,886 "
16-Oct-20,$377.87 ,$380.02 ,$362.60 ,$366.23 ,"$14,670,784,817 ","$41,396,681,083 "
15-Oct-20,$379.19 ,$381.21 ,$371.35 ,$377.44 ,"$14,964,182,545 ","$42,659,015,495 "
14-Oct-20,$381.97 ,$387.30 ,$374.18 ,$379.48 ,"$13,918,846,567 ","$42,884,585,295 "
13-Oct-20,$387.14 ,$387.38 ,$375.58 ,$381.19 ,"$14,226,744,838 ","$43,072,303,018 "
12-Oct-20,$374.80 ,$395.12 ,$366.64 ,$387.73 ,"$15,867,455,424 ","$43,805,601,681 "
11-Oct-20,$370.93 ,$377.25 ,$369.83 ,$375.14 ,"$12,584,512,533 ","$42,376,475,415 "
10-Oct-20,$365.40 ,$378.27 ,$365.35 ,$370.97 ,"$13,618,484,324 ","$41,899,893,524 "
09-Oct-20,$351.11 ,$368.31 ,$348.21 ,$365.59 ,"$13,043,501,763 ","$41,287,658,660 "
08-Oct-20,$342.04 ,$352.21 ,$335.65 ,$350.77 ,"$13,461,017,711 ","$39,608,808,457 "
07-Oct-20,$340.94 ,$342.45 ,$334.55 ,$341.81 ,"$11,929,918,060 ","$38,592,810,957 "
06-Oct-20,$353.96 ,$354.99 ,$338.00 ,$340.82 ,"$12,830,796,112 ","$38,476,195,645 "
05-Oct-20,$352.74 ,$355.21 ,$349.68 ,$353.96 ,"$11,809,507,622 ","$39,954,971,652 "
04-Oct-20,$346.60 ,$354.05 ,$345.13 ,$352.58 ,"$10,696,959,020 ","$39,794,771,396 "
03-Oct-20,$346.22 ,$351.31 ,$344.67 ,$346.52 ,"$10,060,167,889 ","$39,106,512,854 "
02-Oct-20,$352.95 ,$354.12 ,$336.47 ,$346.24 ,"$14,215,390,463 ","$39,069,960,290 "
01-Oct-20,$360.31 ,$369.26 ,$346.48 ,$353.21 ,"$14,679,481,911 ","$39,851,388,059 "
30-Sep-20,$360.04 ,$361.18 ,$353.33 ,$359.94 ,"$11,818,610,610 ","$40,606,130,498 "
29-Sep-20,$354.36 ,$360.35 ,$352.15 ,$359.76 ,"$11,600,013,236 ","$40,581,050,364 "
28-Sep-20,$357.93 ,$366.43 ,$354.55 ,$355.16 ,"$14,258,455,166 ","$40,057,637,361 "
27-Sep-20,$354.96 ,$361.98 ,$349.83 ,$357.44 ,"$13,598,126,926 ","$40,309,981,004 "
26-Sep-20,$352.35 ,$355.85 ,$348.11 ,$355.49 ,"$13,049,148,579 ","$40,085,290,850 "
25-Sep-20,$349.41 ,$357.77 ,$339.02 ,$352.18 ,"$14,381,086,966 ","$39,707,914,546 "
24-Sep-20,$320.99 ,$351.46 ,$318.55 ,$349.36 ,"$15,714,304,470 ","$39,384,347,822 "
23-Sep-20,$344.59 ,$344.67 ,$318.97 ,$321.12 ,"$12,899,346,599 ","$36,196,531,454 "
22-Sep-20,$341.72 ,$346.60 ,$336.86 ,$344.50 ,"$12,732,578,043 ","$38,830,213,878 "
21-Sep-20,$371.40 ,$375.74 ,$336.07 ,$341.79 ,"$17,398,267,133 ","$38,519,366,615 "
20-Sep-20,$385.60 ,$385.60 ,$367.09 ,$371.05 ,"$12,292,195,784 ","$41,812,641,074 "
19-Sep-20,$384.04 ,$387.08 ,$378.72 ,$385.54 ,"$11,049,507,684 ","$43,440,360,815 "
18-Sep-20,$389.34 ,$391.90 ,$376.96 ,$384.36 ,"$14,108,357,740 ","$43,302,193,327 "
17-Sep-20,$365.87 ,$393.90 ,$364.80 ,$389.02 ,"$19,899,531,080 ","$43,821,351,213 "
16-Sep-20,$364.74 ,$372.77 ,$356.68 ,$365.81 ,"$16,107,612,177 ","$41,202,147,932 "
15-Sep-20,$377.15 ,$381.51 ,$363.61 ,$364.84 ,"$16,140,584,321 ","$41,087,642,853 "
14-Sep-20,$365.70 ,$384.49 ,$357.57 ,$377.27 ,"$17,536,695,361 ","$42,482,307,939 "
13-Sep-20,$387.52 ,$388.96 ,$354.34 ,$365.57 ,"$15,005,899,191 ","$41,160,025,962 "
12-Sep-20,$374.60 ,$387.54 ,$367.84 ,$387.18 ,"$13,295,405,814 ","$43,588,199,422 "
11-Sep-20,$368.12 ,$376.63 ,$355.58 ,$374.70 ,"$27,296,269,329 ","$42,177,302,259 "
10-Sep-20,$351.43 ,$377.39 ,$351.11 ,$368.10 ,"$31,421,134,556 ","$41,430,053,162 "
09-Sep-20,$337.82 ,$359.16 ,$332.16 ,$351.11 ,"$14,547,933,520 ","$39,512,826,170 "
08-Sep-20,$353.20 ,$355.56 ,$328.82 ,$337.60 ,"$17,991,403,432 ","$37,988,119,627 "
07-Sep-20,$353.45 ,$358.21 ,$326.25 ,$352.67 ,"$21,763,614,732 ","$39,679,199,320 "
06-Sep-20,$335.33 ,$359.76 ,$319.04 ,$353.36 ,"$27,643,678,917 ","$39,751,917,523 "
05-Sep-20,$388.04 ,$394.17 ,$316.77 ,$335.26 ,"$29,880,047,640 ","$37,710,860,058 "
04-Sep-20,$384.67 ,$402.41 ,$371.64 ,$388.24 ,"$16,747,106,257 ","$43,665,020,996 "
03-Sep-20,$440.24 ,$449.53 ,$381.13 ,$385.67 ,"$19,622,845,896 ","$43,370,721,326 "
02-Sep-20,$477.01 ,$480.33 ,$424.46 ,$440.04 ,"$19,691,854,014 ","$49,478,789,435 "
01-Sep-20,$434.87 ,$487.21 ,$432.08 ,$477.05 ,"$18,862,763,756 ","$53,633,933,560 "
31-Aug-20,$428.51 ,$438.56 ,$419.77 ,$435.08 ,"$12,774,741,797 ","$48,909,170,052 "
30-Aug-20,$399.62 ,$428.66 ,$399.61 ,$428.40 ,"$11,211,948,040 ","$48,151,884,394 "
29-Aug-20,$395.69 ,$405.62 ,$393.04 ,$399.92 ,"$8,777,703,481 ","$44,945,899,480 "
28-Aug-20,$382.63 ,$397.76 ,$381.27 ,$395.87 ,"$9,120,674,421 ","$44,485,705,032 "
27-Aug-20,$386.61 ,$395.35 ,$374.87 ,$382.63 ,"$10,457,777,652 ","$42,992,439,543 "
26-Aug-20,$383.98 ,$391.87 ,$378.71 ,$386.47 ,"$9,967,343,483 ","$43,417,926,668 "
25-Aug-20,$408.07 ,$408.53 ,$374.36 ,$384.00 ,"$12,428,442,042 ","$43,135,697,974 "
24-Aug-20,$391.68 ,$409.39 ,$389.31 ,$408.14 ,"$10,328,860,398 ","$45,842,265,023 "
23-Aug-20,$395.56 ,$396.49 ,$385.04 ,$391.38 ,"$8,137,303,970 ","$43,954,518,396 "
22-Aug-20,$389.03 ,$396.47 ,$382.81 ,$395.84 ,"$10,131,847,985 ","$44,448,918,222 "
21-Aug-20,$416.15 ,$418.64 ,$387.44 ,$389.13 ,"$11,781,796,374 ","$43,690,315,907 "
20-Aug-20,$406.76 ,$418.73 ,$404.03 ,$416.44 ,"$10,043,032,427 ","$46,751,356,941 "
